ssn|cc_num|first|last|gender|street|city|state|zip|population|job|acct_num|trans_num|date|time|unix_time|category|amount|is_fraud|merchant|merchant_lat|merchant_lon
844-98-9621|4839069730881712|Jessica|Thomas|F|5449 White St|CityTaylor|GA|94971|353273|Technician|991289497892|f66de74e6bc0c011456346a1eb7fd39b|2023-12-30|08:53:09|1703890800|kids_pets|122.26|0|fraud_Marriott|28.515454|-81.485517
492-61-5837|4649233155245308|Sarah|Young|F|770 White St|CityYoung|IN|97610|22508|Manager|946534968725|6eaeaab7bf299ac514ecf9e69c522846|2023-12-12|00:25:56|1702335600|entertainment|275.02|0|fraud_Walmart|36.982948|-85.222862
694-86-4736|4153612899060634|Mary|Young|F|9755 Jones St|CityTaylor|CO|64618|170262|Clerk|640756367149|188332ce6d51d656f218c08f725c684e|2023-11-12|04:50:33|1699743600|health_fitness|275.1|0|fraud_Nike|41.454521|-107.251945
775-14-1698|4334130040501545|Mary|Thomas|F|3308 Wilson St|CityHarris|NC|61027|126131|Driver|255695000672|4909742aadbf608598ffb55327a7755e|2023-08-18|19:29:09|1692309600|personal_care|208.2|0|fraud_Kroger|37.055078|-77.583222
463-97-6327|4784080948341407|Karen|Harris|F|1728 Jones St|CityThomas|WA|76404|160674|Engineer|672767507896|8f1d9cece85f6c3d8d445995bfe8d749|2023-10-18|17:07:54|1697580000|shopping_net|162.45|0|fraud_Walmart|46.481654|-124.354734
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|dbfe529071c0ce17131627c8fce4bdfe|2023-12-26|19:19:33|1703545200|misc_net|225.59|0|fraud_DeltaAirlines|35.116454|-121.950969
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|8d09beb57925f3b031620f532257192b|2023-09-26|19:52:01|1695679200|shopping_net|163.23|0|fraud_Starbucks|32.118862|-76.982518
784-77-1371|4469326934190400|Mary|Harris|F|6690 Thompson St|CityTaylor|TN|15732|262001|Clerk|235605676431|1813f5a0c9942e1cdea74e5ff5bcb530|2023-06-25|08:55:27|1687644000|misc_net|78.29|0|fraud_Nike|34.047954|-89.62386
337-48-5766|4360657334450254|Karen|Moore|F|6563 Brown St|CityAllen|MN|45453|107078|Clerk|561465320145|f71826194434cd31942b96e898cf28bd|2023-06-14|06:04:27|1686693600|gas_transport|137.48|0|fraud_Marriott|43.771903|-96.259833
492-61-5837|4649233155245308|Sarah|Young|F|770 White St|CityYoung|IN|97610|22508|Manager|946534968725|9fb0b701bae1d56443cc9fe44cd56cdc|2023-07-13|19:16:43|1689199200|food_dining|135.09|0|fraud_Amazon|38.130208|-88.10411
414-26-3196|4044649088974278|Karen|Taylor|F|361 Brown St|CityDavis|OH|54566|484179|Teacher|309567056449|5285ffe6d70bc3ac35de275dd4865c13|2023-07-01|03:54:31|1688162400|personal_care|252.36|0|fraud_Netflix|40.8346|-83.833325
694-86-4736|4153612899060634|Mary|Young|F|9755 Jones St|CityTaylor|CO|64618|170262|Clerk|640756367149|55cdee1eccfacb0838f7c6ba4145ab37|2023-11-07|16:18:28|1699311600|misc_pos|137.95|0|fraud_DeltaAirlines|42.438051|-106.049186
630-48-8069|4634629117418262|Richard|Jones|M|909 Smith St|CityTaylor|MI|64773|330589|Technician|470629806926|199a060222025292371f72a38deed5ea|2023-09-16|00:05:13|1694815200|health_fitness|265.67|0|fraud_Walgreens|44.813502|-84.413477
337-48-5766|4360657334450254|Karen|Moore|F|6563 Brown St|CityAllen|MN|45453|107078|Clerk|561465320145|a77df8add70f6aa107e9d58c46e3265b|2023-11-24|07:21:12|1700780400|health_fitness|293.99|0|fraud_Lyft|43.544726|-93.10838
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|3ce48f0246604065690b917ffe3d8bac|2023-08-19|13:57:40|1692396000|shopping_net|62.4|0|fraud_Netflix|35.087753|-75.590654
611-68-6549|4787432221985953|David|Thomas|M|7586 Jones St|CityJackson|TX|39303|439361|Technician|594229945239|935196d9c8b90dfbadbac63770511e48|2023-09-29|22:17:27|1695938400|shopping_pos|52.32|0|fraud_BP|31.21678|-95.254212
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|c7a3cf2651150938ec31a071978b5551|2023-12-05|00:35:34|1701730800|grocery_pos|137.23|0|fraud_Spotify|33.638762|-78.20615
414-26-3196|4044649088974278|Karen|Taylor|F|361 Brown St|CityDavis|OH|54566|484179|Teacher|309567056449|19bd0b02321265a4f311d949db7c448a|2023-07-29|08:05:12|1690581600|grocery_net|11.88|0|fraud_McDonalds|38.471586|-84.441326
711-37-1598|4014682843560070|Jennifer|Anderson|F|8508 Thomas St|CityAllen|CA|62991|85324|Driver|844456082067|fca6d01a431cd80bb52542fc75195b27|2023-12-24|04:17:50|1703372400|gas_transport|281.71|0|fraud_Walgreens|36.359322|-117.258914
775-14-1698|4334130040501545|Mary|Thomas|F|3308 Wilson St|CityHarris|NC|61027|126131|Driver|255695000672|b245e202f1d13c3172a612d55a917a11|2023-09-02|17:56:40|1693605600|personal_care|205.99|0|fraud_Nike|35.96961|-82.40885
211-34-1899|4980204784898680|Thomas|Davis|M|5821 Miller St|CityMartin|VA|13545|47970|Clerk|650389245378|df106406ad569bc5a1f249fb21542869|2023-12-03|22:12:05|1701558000|shopping_pos|31.56|0|fraud_BestBuy|39.252985|-80.888829
784-77-1371|4469326934190400|Mary|Harris|F|6690 Thompson St|CityTaylor|TN|15732|262001|Clerk|235605676431|c0253fd831034d479fb4753c95a19de8|2023-07-09|03:33:53|1688853600|entertainment|794.5|1|fraud_HomeDepot|35.263151|-85.531526
492-61-5837|4649233155245308|Sarah|Young|F|770 White St|CityYoung|IN|97610|22508|Manager|946534968725|f5525c8332a136ce6c3369bb31229edc|2023-12-05|23:19:06|1701730800|misc_net|1721.04|1|fraud_Kroger|38.325835|-86.02381
784-77-1371|4469326934190400|Mary|Harris|F|6690 Thompson St|CityTaylor|TN|15732|262001|Clerk|235605676431|017153457f254b8dd0cfc84ad39103ba|2023-12-03|11:18:51|1701558000|personal_care|46.76|0|fraud_Walgreens|33.694864|-90.275232
655-22-5525|4392572715841919|Jennifer|Miller|F|6331 Smith St|CityMartin|TX|43144|400779|Sales Rep|172044355281|e69be28d2f9a0783f96de40436f1615d|2023-06-19|05:06:18|1687125600|shopping_pos|8.8|0|fraud_Spotify|30.177361|-98.78448
556-14-1631|4042350551580167|Linda|Jones|F|2648 Thompson St|CityJackson|CO|24376|226611|Teacher|895731140229|4a281b79a816ea9ea4ad333f4c10b37a|2023-09-02|10:09:14|1693605600|personal_care|91.08|0|fraud_Uber|38.274767|-109.203032
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|58717577cf0260f5eae112d72c9e83df|2023-06-05|05:15:37|1685916000|misc_net|199.84|0|fraud_Nike|25.51054|-78.597278
765-75-6024|4921057197295190|Barbara|White|F|6983 Wilson St|CityThompson|WA|81923|146697|Driver|553269632664|789cb1c241b0f53afb65a44a1ace6a69|2023-06-20|01:27:37|1687212000|entertainment|249.39|0|fraud_BP|51.835597|-124.137505
810-60-5018|4946024453558094|Michael|Wilson|M|6485 White St|CityTaylor|NY|68531|348411|Technician|371208369262|85e4c38b86ce448a0f01d9886b6c28f7|2023-07-28|08:26:11|1690495200|shopping_net|190.05|0|fraud_Spotify|40.780298|-78.078269
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|dcebe75f69fe1d60b4664442766d2ca0|2023-07-04|23:51:33|1688421600|travel|30.8|0|fraud_Spotify|26.474387|-80.978843
844-13-3687|4474132675090169|Sarah|Davis|F|7221 Johnson St|CityTaylor|TN|68838|110138|Teacher|303033581383|274eab75b0e4eed577e0807fa633f660|2023-06-12|06:55:14|1686520800|food_dining|210.38|0|fraud_Marriott|34.507102|-84.407891
630-48-8069|4634629117418262|Richard|Jones|M|909 Smith St|CityTaylor|MI|64773|330589|Technician|470629806926|aaf376bf1139cf96a60279bb0327cb81|2023-10-04|23:33:29|1696370400|kids_pets|295.11|0|fraud_Kroger|47.317498|-84.067948
492-61-5837|4649233155245308|Sarah|Young|F|770 White St|CityYoung|IN|97610|22508|Manager|946534968725|276468ed7e9a9e86c75da0896f07d77e|2023-08-15|00:59:35|1692050400|shopping_net|66.1|0|fraud_Uber|37.373276|-87.568457
468-53-1374|4072059147072943|Joseph|Thomas|M|1966 Thomas St|CityAllen|TX|81761|90963|Driver|857793889934|c2a02cde3811a00b57548ec155bef03f|2023-06-02|19:54:18|1685656800|misc_pos|199.86|0|fraud_Walgreens|32.591025|-96.976608
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|fa4ccb98bcd0ef6ff2298eabc9335c56|2023-06-28|12:11:45|1687903200|home|73.98|0|fraud_CVS|30.889229|-82.295661
334-35-2749|4586445173014795|Richard|Young|M|5362 Johnson St|CitySmith|MN|75600|387278|Analyst|543960978265|de717accf1e79897d53345f756955aab|2023-06-10|23:32:38|1686348000|entertainment|49.91|0|fraud_PetSmart|47.556996|-96.290952
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|830d5aee121f2b5b23ebcb3afa91b8f6|2023-08-23|01:46:47|1692741600|home|89.33|0|fraud_Netflix|36.043762|-80.587301
337-48-5766|4360657334450254|Karen|Moore|F|6563 Brown St|CityAllen|MN|45453|107078|Clerk|561465320145|908b705bab6f09518a3d9459c046e868|2023-09-15|13:57:19|1694728800|travel|279.27|0|fraud_Kroger|48.026257|-94.198879
211-34-1899|4980204784898680|Thomas|Davis|M|5821 Miller St|CityMartin|VA|13545|47970|Clerk|650389245378|8b2eb5cad3a106160d43ed69097d20f7|2023-09-15|16:43:38|1694728800|shopping_net|268.55|0|fraud_McDonalds|38.011849|-76.314809
694-86-4736|4153612899060634|Mary|Young|F|9755 Jones St|CityTaylor|CO|64618|170262|Clerk|640756367149|96b43729e4cdfd75f3f0289bb8046225|2023-06-08|02:16:10|1686175200|grocery_net|11.09|0|fraud_CVS|40.171996|-102.398687
334-35-2749|4586445173014795|Richard|Young|M|5362 Johnson St|CitySmith|MN|75600|387278|Analyst|543960978265|24e58f30aacf9bb0f232df911233f82f|2023-12-01|00:41:12|1701385200|grocery_net|249.49|0|fraud_Netflix|43.533494|-97.192121
337-48-5766|4360657334450254|Karen|Moore|F|6563 Brown St|CityAllen|MN|45453|107078|Clerk|561465320145|92db5aa7c48a93b47b7d9eba5fb1c160|2023-08-09|02:04:30|1691532000|kids_pets|15.03|0|fraud_Target|46.705075|-96.107008
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|91e22f7122838ed49bebfea6dd6be951|2023-12-29|17:07:43|1703804400|health_fitness|280.98|0|fraud_Target|39.61189|-116.989524
307-46-8560|4588306248409007|Karen|Allen|F|6081 Johnson St|CityJackson|KS|66707|146962|Sales Rep|385336820185|1f4217148197a65a7d1cdef6fc808e37|2023-12-18|09:57:11|1702854000|misc_pos|25.12|0|fraud_Walgreens|40.58135|-96.166908
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|c3038ac975cc1f643a9e27c4af2be9b4|2023-09-09|02:25:56|1694210400|travel|665.4|1|fraud_Walmart|32.73043|-79.9499
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|5a1777f11bead2b304c8a0177a268342|2023-10-21|10:21:12|1697839200|food_dining|34.38|0|fraud_CVS|28.445285|-79.177357
211-34-1899|4980204784898680|Thomas|Davis|M|5821 Miller St|CityMartin|VA|13545|47970|Clerk|650389245378|f7b423ec374398d009a5bdf01239fff1|2023-09-15|23:04:28|1694728800|misc_net|74.97|0|fraud_BestBuy|37.98461|-76.480534
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|a56eb0ae9326277e6b52e1ecec078f59|2023-11-05|12:36:05|1699138800|gas_transport|120.25|0|fraud_Marriott|32.719885|-76.550075
667-20-5574|4958429180900971|David|Garcia|M|7898 White St|CityBrown|FL|97617|27992|Engineer|995918025324|e3c65a3c9d0fb07532f900bd7b33f6ec|2023-11-25|18:02:24|1700866800|shopping_net|197.75|0|fraud_Lyft|25.560315|-85.364041
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|f0da17661a056ce161f23e899ede334e|2023-12-13|03:44:21|1702422000|health_fitness|247.18|0|fraud_Lyft|38.625364|-121.052652
810-60-5018|4946024453558094|Michael|Wilson|M|6485 White St|CityTaylor|NY|68531|348411|Technician|371208369262|93fff9d2383c77e66a6c192b05982ef0|2023-06-21|02:34:11|1687298400|home|1190.11|1|fraud_PetSmart|43.726367|-76.281089
463-97-6327|4784080948341407|Karen|Harris|F|1728 Jones St|CityThomas|WA|76404|160674|Engineer|672767507896|2bbc04599c9c36c15c56b9d05e33cc1f|2023-11-16|14:54:04|1700089200|personal_care|191.09|0|fraud_BestBuy|51.065738|-121.677195
729-56-5200|4165906867876533|John|Allen|M|5681 Thomas St|CityYoung|FL|96869|374508|Nurse|852673861494|f2a6270f927ab27fd513c1306f930f68|2023-09-04|04:52:31|1693778400|travel|83.47|0|fraud_BP|27.125704|-83.465492
492-61-5837|4649233155245308|Sarah|Young|F|770 White St|CityYoung|IN|97610|22508|Manager|946534968725|a24a65dd62874d5c83fb5f5dee8185a8|2023-06-10|05:21:24|1686348000|misc_net|271.6|0|fraud_Nike|40.992233|-84.478069
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|5155e3157e45330a45a221ea6081df65|2023-11-05|22:11:15|1699138800|home|191.68|0|fraud_Walgreens|27.825762|-83.262459
556-14-1631|4042350551580167|Linda|Jones|F|2648 Thompson St|CityJackson|CO|24376|226611|Teacher|895731140229|3c171d587615a58d19fd674c76174c12|2023-12-20|00:29:21|1703026800|grocery_net|138.79|0|fraud_BP|37.12691|-106.135791
775-14-1698|4334130040501545|Mary|Thomas|F|3308 Wilson St|CityHarris|NC|61027|126131|Driver|255695000672|0829f8f6932004ea912bd0f94f9b94dc|2023-11-02|09:22:30|1698879600|entertainment|245.1|0|fraud_Target|37.275298|-81.305343
844-13-3687|4474132675090169|Sarah|Davis|F|7221 Johnson St|CityTaylor|TN|68838|110138|Teacher|303033581383|8a659a3f71ca04efbecf0d6d8b7394aa|2023-08-15|01:47:03|1692050400|gas_transport|59.44|0|fraud_Spotify|39.994559|-87.751205
775-14-1698|4334130040501545|Mary|Thomas|F|3308 Wilson St|CityHarris|NC|61027|126131|Driver|255695000672|9baacd0707c014064305372fc592edd2|2023-11-15|17:02:43|1700002800|misc_net|138.69|0|fraud_Spotify|35.211137|-78.749999
775-14-1698|4334130040501545|Mary|Thomas|F|3308 Wilson St|CityHarris|NC|61027|126131|Driver|255695000672|ed04db8401c2af03010e3042005116f6|2023-06-18|06:13:35|1687039200|shopping_net|199.91|0|fraud_Walgreens|34.904809|-77.787488
334-35-2749|4586445173014795|Richard|Young|M|5362 Johnson St|CitySmith|MN|75600|387278|Analyst|543960978265|87d14bda928e2be95c0ea084911e253a|2023-12-24|02:57:47|1703372400|grocery_net|135.47|0|fraud_Spotify|46.863703|-92.510937
630-48-8069|4634629117418262|Richard|Jones|M|909 Smith St|CityTaylor|MI|64773|330589|Technician|470629806926|26ee57bc1cc25084bce68557f8e283cf|2023-10-23|16:04:33|1698012000|shopping_pos|164.1|0|fraud_Nike|43.429278|-85.758215
765-75-6024|4921057197295190|Barbara|White|F|6983 Wilson St|CityThompson|WA|81923|146697|Driver|553269632664|182f5f0a09abc786042054ca94f13c4f|2023-11-17|05:51:03|1700175600|misc_pos|105.83|0|fraud_Lyft|47.894624|-122.145522
844-98-9621|4839069730881712|Jessica|Thomas|F|5449 White St|CityTaylor|GA|94971|353273|Technician|991289497892|cfb384fb7cfbb2745bccbb21f86fa2c0|2023-12-24|00:27:58|1703372400|grocery_pos|202.65|0|fraud_Lyft|30.146639|-85.664704
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|180bc6cfd437fbf80a59a055354b6e02|2023-07-01|20:57:32|1688162400|shopping_pos|48.66|0|fraud_HomeDepot|34.951659|-118.015021
514-78-4819|4687665049166091|Jessica|Garcia|F|2684 Williams St|CityAnderson|PA|27417|248137|Manager|734865728934|aa8929b8dc549e82da119cefde9eb717|2023-10-12|20:36:07|1697061600|entertainment|227.77|0|fraud_HomeDepot|37.565615|-78.790243
844-98-9621|4839069730881712|Jessica|Thomas|F|5449 White St|CityTaylor|GA|94971|353273|Technician|991289497892|9ad4a590ad9ab605a65c4df1763b5558|2023-08-11|17:22:33|1691704800|travel|140.54|0|fraud_DeltaAirlines|29.268282|-82.440629
667-20-5574|4958429180900971|David|Garcia|M|7898 White St|CityBrown|FL|97617|27992|Engineer|995918025324|898e43ff7de609e86dd2161738758a27|2023-11-18|18:21:17|1700262000|personal_care|13.52|0|fraud_Walgreens|25.186195|-86.437975
844-13-3687|4474132675090169|Sarah|Davis|F|7221 Johnson St|CityTaylor|TN|68838|110138|Teacher|303033581383|c3c43a0be160dbed0bd933a20e6a175e|2023-10-23|02:39:04|1698012000|kids_pets|1722.6|1|fraud_Walgreens|39.846265|-84.844074
307-46-8560|4588306248409007|Karen|Allen|F|6081 Johnson St|CityJackson|KS|66707|146962|Sales Rep|385336820185|2c61c4fdbd80114db76b5d93c1a917c9|2023-11-15|18:04:11|1700002800|grocery_net|210.82|0|fraud_Walmart|40.022338|-98.745764
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|4c0557912517b04582a2e1f02a0ae80e|2023-10-10|01:32:03|1696888800|gas_transport|156.01|0|fraud_Walgreens|37.678361|-119.833914
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|e88da5f19679748eacfbccf90629dc10|2023-06-09|07:02:25|1686261600|home|172.3|0|fraud_Marriott|33.321908|-78.536488
844-13-3687|4474132675090169|Sarah|Davis|F|7221 Johnson St|CityTaylor|TN|68838|110138|Teacher|303033581383|efee3a3ae6bcaac3903e79293605294b|2023-07-08|05:04:09|1688767200|food_dining|139.58|0|fraud_Walgreens|35.780993|-85.436793
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|205abb658ec2036b6ec8549d6d3b92c4|2023-07-13|14:33:27|1689199200|misc_net|188.77|0|fraud_Lyft|30.836948|-80.478149
334-35-2749|4586445173014795|Richard|Young|M|5362 Johnson St|CitySmith|MN|75600|387278|Analyst|543960978265|84de2d21a3007711e103e4271b565174|2023-09-11|13:20:49|1694383200|grocery_pos|108.57|0|fraud_CVS|44.195593|-97.363461
468-53-1374|4072059147072943|Joseph|Thomas|M|1966 Thomas St|CityAllen|TX|81761|90963|Driver|857793889934|c69d75044402f370ee702c23bef8f87a|2023-10-07|06:12:54|1696629600|entertainment|111.85|0|fraud_CVS|29.409968|-95.574067
556-14-1631|4042350551580167|Linda|Jones|F|2648 Thompson St|CityJackson|CO|24376|226611|Teacher|895731140229|7d650874f83600500a900f78c32f8ec7|2023-11-16|07:32:33|1700089200|home|190.68|0|fraud_BestBuy|39.709511|-105.909241
784-77-1371|4469326934190400|Mary|Harris|F|6690 Thompson St|CityTaylor|TN|15732|262001|Clerk|235605676431|755d99fd336b1c392260123206511272|2023-08-09|10:27:38|1691532000|shopping_pos|72.31|0|fraud_BP|36.664594|-86.18073
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|8fbf00c44b740226801931070629e647|2023-11-05|09:36:03|1699138800|health_fitness|127.92|0|fraud_HomeDepot|27.283289|-77.92931
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|395db52782b3d9d0add5b91394448892|2023-09-09|01:46:21|1694210400|grocery_net|259.09|0|fraud_HomeDepot|30.03256|-77.738078
463-97-6327|4784080948341407|Karen|Harris|F|1728 Jones St|CityThomas|WA|76404|160674|Engineer|672767507896|09706a91ca4561490d5b0c8cda72b992|2023-08-09|15:17:15|1691532000|food_dining|48.74|0|fraud_PetSmart|47.856922|-123.908681
694-86-4736|4153612899060634|Mary|Young|F|9755 Jones St|CityTaylor|CO|64618|170262|Clerk|640756367149|2e712f3c6c4e131c1ee59dd2da57b93f|2023-12-09|05:59:55|1702076400|shopping_net|225.25|0|fraud_Netflix|43.359241|-101.977386
260-85-5038|4734621091935160|David|Allen|M|8114 Martin St|CityYoung|IN|17708|434747|Engineer|273737341781|b85a69246ed737f160f5f460dedee327|2023-12-26|08:29:13|1703545200|food_dining|115.77|0|fraud_PetSmart|37.703221|-86.266686
514-78-4819|4687665049166091|Jessica|Garcia|F|2684 Williams St|CityAnderson|PA|27417|248137|Manager|734865728934|250629a24f0ab97b84e4aae886f7e423|2023-08-09|06:07:35|1691532000|personal_care|21.07|0|fraud_Marriott|37.013413|-74.018142
611-68-6549|4787432221985953|David|Thomas|M|7586 Jones St|CityJackson|TX|39303|439361|Technician|594229945239|f068341b1645c5845f48bdebba81326f|2023-10-31|12:31:58|1698706800|grocery_pos|231.07|0|fraud_McDonalds|31.1432|-98.852839
556-14-1631|4042350551580167|Linda|Jones|F|2648 Thompson St|CityJackson|CO|24376|226611|Teacher|895731140229|e6dac2a41c30f77a0237010b302b950b|2023-07-11|14:23:25|1689026400|misc_net|253.41|0|fraud_Netflix|39.345953|-109.783857
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|afc4130934c9de85e638d3f91312321e|2023-12-01|16:11:33|1701385200|food_dining|160.18|0|fraud_HomeDepot|38.150741|-80.699271
