ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
701-24-9104|4152312102713168|Thomas|White|M|4530 Moore St|CityDavis|CA|92717|38.8073|-118.4579|37568|Clerk|1965-01-07|726688337569|adults_50up_male_rural.json|4d8799e07aac8da618b400bf0746e1be|2023-05-22|02:04:51|1684706400|personal_care|174.78|0|fraud_Kroger|37.619332|-119.840987
737-84-4916|4387478379030174|Richard|Thompson|M|4593 Thomas St|CityYoung|TN|43126|36.5653|-85.0895|32112|Accountant|1996-02-13|359495293536|adults_2550_male_urban.json|6c55402c7a0ce69c15fee73f83e36884|2023-02-07|21:34:25|1675724400|grocery_pos|108.93|0|fraud_Starbucks|37.470198|-86.612386
434-12-1955|4722359350596449|James|Davis|M|4227 Smith St|CityJackson|MO|61798|36.598|-91.8062|295161|Nurse|1956-10-19|515689507225|adults_50up_male_rural.json|5e0b63e9bbc8c341917d4c8096e1f02c|2023-08-29|20:41:37|1693260000|misc_net|115.57|0|fraud_Lyft|37.854864|-89.127465
457-63-7478|4196434665714573|Patricia|Thompson|F|3598 Anderson St|CityWilliams|VA|87951|37.0239|-79.474|321115|Clerk|1997-11-11|379291305609|adults_2550_female_urban.json|5847eb6b327f2c7f0d6623745785840e|2023-05-28|06:49:14|1685224800|kids_pets|286.12|0|fraud_Lyft|34.604445|-78.269415
409-48-9723|4891677266254913|Barbara|Miller|F|8032 Davis St|CityThomas|CA|21201|38.4344|-121.2487|461576|Engineer|2000-10-22|773747217510|adults_2550_female_urban.json|f5efebd7dd37ceb6ffe50a5a26786f9d|2023-01-04|20:40:12|1672786800|home|18.48|0|fraud_DeltaAirlines|40.644877|-123.521542
575-13-5437|4236744871104395|Jessica|Garcia|F|6568 Moore St|CityThomas|IN|33790|39.1533|-87.6091|405436|Analyst|2000-02-02|324448818248|young_adults_female_urban.json|6d931d44e2745375075f9fdc896a917d|2023-05-14|14:31:18|1684015200|health_fitness|23.65|0|fraud_Walmart|38.317282|-89.160415
457-63-7478|4196434665714573|Patricia|Thompson|F|3598 Anderson St|CityWilliams|VA|87951|37.0239|-79.474|321115|Clerk|1997-11-11|379291305609|adults_2550_female_urban.json|824c2794a77d03cd97aa32322d864225|2023-10-03|11:49:05|1696284000|home|187.97|0|fraud_PetSmart|37.371587|-81.577604
625-42-9636|4118005902120515|Mary|Taylor|F|8715 Williams St|CityWilliams|NY|84813|41.2509|-74.198|230850|Driver|1978-03-11|965707898093|adults_2550_female_urban.json|aa8a62a8af84722963207fdb9212f0f7|2023-08-01|01:26:12|1690840800|home|210.09|0|fraud_BP|40.902162|-71.761026
582-23-7689|4744762155907816|Karen|Johnson|F|9615 Martin St|CityDavis|MN|18289|46.6649|-94.3924|362670|Technician|1968-08-28|970758759189|adults_50up_female_rural.json|3d8f4091eca2080a4f96ca59e449133d|2023-04-21|04:35:30|1682028000|grocery_pos|220.1|0|fraud_Target|44.574681|-91.623341
575-13-5437|4236744871104395|Jessica|Garcia|F|6568 Moore St|CityThomas|IN|33790|39.1533|-87.6091|405436|Analyst|2000-02-02|324448818248|young_adults_female_urban.json|c57d5e2c30f886fc6246936e655f7e31|2023-08-18|08:05:51|1692309600|health_fitness|57.18|0|fraud_CVS|39.978193|-87.189305
892-61-5022|4590915491481416|Elizabeth|Brown|F|1287 Taylor St|CityDavis|MI|21674|43.6837|-83.8401|188743|Sales Rep|2001-01-29|120523483926|young_adults_female_urban.json|03192a29cbbecad41e8f2acd9a1eef33|2023-08-04|21:54:47|1691100000|misc_pos|280.09|0|fraud_Walmart|44.097638|-81.483475
892-61-5022|4590915491481416|Elizabeth|Brown|F|1287 Taylor St|CityDavis|MI|21674|43.6837|-83.8401|188743|Sales Rep|2001-01-29|120523483926|young_adults_female_urban.json|c10916a6aa284a74a241dee4e14712cb|2023-01-16|23:52:17|1673823600|misc_pos|423.53|1|fraud_Walmart|42.132063|-85.303213
842-36-4908|4557032152341277|Jessica|Martin|F|2152 Brown St|CitySmith|OR|72328|45.7202|-118.6453|320026|Driver|2002-12-21|805508388194|young_adults_female_urban.json|28f2a93e5ae212fa867c255ed287dd08|2023-11-26|05:19:45|1700953200|misc_net|111.57|0|fraud_PetSmart|45.35446|-117.161551
747-67-4621|4443414198827330|Richard|Miller|M|7534 White St|CitySmith|NC|85408|34.8189|-77.8463|269533|Clerk|1996-07-26|304514849606|adults_2550_male_rural.json|0df6a0771bfc8dd1d747369702a09957|2023-03-16|13:15:47|1678921200|grocery_pos|217.43|0|fraud_Spotify|35.282195|-75.870658
262-78-6890|4858597919911381|William|Brown|M|4731 Martin St|CityHarris|IN|56063|41.8019|-87.4234|411648|Analyst|1986-12-21|727631226152|adults_2550_male_rural.json|aa1f089a6773d8032fae32e78816082e|2023-01-31|04:33:59|1675119600|food_dining|10.18|0|fraud_BP|42.168004|-85.14524
255-18-5022|4455776289833610|David|Brown|M|2625 Miller St|CityYoung|CO|59893|37.4237|-104.9674|211173|Technician|1998-07-25|282127028315|adults_2550_male_urban.json|952b9d48b5878c959803c0bcc9a60ab1|2023-05-30|01:11:35|1685397600|entertainment|290.72|0|fraud_McDonalds|39.396144|-103.813974
791-89-3010|4518858360386448|Patricia|Young|F|3925 Anderson St|CityDavis|IL|94712|41.9649|-89.4397|116718|Technician|1972-11-12|384336146647|adults_50up_female_rural.json|9fb6ca1bf4ce973a7419d61b1eb4881a|2023-02-11|05:51:26|1676070000|health_fitness|107.69|0|fraud_Lyft|40.349792|-88.609403
393-53-7039|4937826454974981|John|Allen|M|7264 Young St|CityJackson|NY|61453|42.7936|-76.0292|183138|Engineer|2001-12-11|614555247137|young_adults_male_urban.json|af86cce1f1a39b17de73010517831c0e|2023-03-20|15:20:36|1679266800|misc_net|12.44|0|fraud_DeltaAirlines|44.089312|-77.757897
897-69-4682|4814020384666033|Linda|Wilson|F|8948 Brown St|CityWilson|PA|23547|40.9288|-75.9211|398667|Clerk|1963-02-16|250275627916|adults_50up_female_rural.json|5fb608d4dc88cae60b959c8af06d4038|2023-11-25|01:56:04|1700866800|misc_net|279.36|0|fraud_Kroger|43.758444|-77.837944
894-85-1312|4058302741689065|Jennifer|Wilson|F|2534 Thompson St|CityGarcia|IL|74791|41.9423|-89.8725|235546|Driver|1981-11-06|353245502819|adults_2550_female_urban.json|5be7887c772c9d84781c230cbf3e1212|2023-07-06|21:54:55|1688594400|grocery_pos|235.52|0|fraud_Walmart|40.892859|-87.129936
502-51-6708|4017836783976987|Linda|Johnson|F|6018 Williams St|CityThompson|TN|32603|37.131|-87.4949|144520|Accountant|2003-09-16|198229597089|young_adults_female_urban.json|9d13ca2a60fad2d086c59b40bee5e19b|2023-04-16|15:57:52|1681596000|home|235.2|0|fraud_Starbucks|38.172193|-88.927518
491-27-8777|4715407129615800|Susan|Moore|F|3035 Wilson St|CityMoore|IL|49496|39.6486|-87.6038|499513|Analyst|1971-01-30|765085603523|adults_50up_female_rural.json|4cd0eb6437543398f3e9159c2e454956|2023-11-30|03:01:38|1701298800|health_fitness|282.88|0|fraud_Uber|38.037657|-86.763138
894-85-1312|4058302741689065|Jennifer|Wilson|F|2534 Thompson St|CityGarcia|IL|74791|41.9423|-89.8725|235546|Driver|1981-11-06|353245502819|adults_2550_female_urban.json|7c7b046597da7d797329fd06fb7e0dae|2023-05-13|13:58:55|1683928800|misc_pos|93.08|0|fraud_BestBuy|42.160249|-90.602432
622-30-4043|4366392449826247|Karen|Young|F|4703 Williams St|CityMartin|CO|88698|38.675|-107.1718|446502|Manager|2001-03-16|394746007970|young_adults_female_urban.json|0f140de41e5cfa60f410b8963a0f6144|2023-09-19|22:22:26|1695074400|grocery_pos|279.74|0|fraud_McDonalds|36.151498|-107.738474
705-37-8277|4176772782939231|Richard|Taylor|M|7672 Thompson St|CityMartin|VA|44237|38.4012|-78.3845|80524|Teacher|1990-06-24|870952855682|adults_2550_male_rural.json|9e9fec5870769e25a8f0511837f96401|2023-07-23|18:21:38|1690063200|health_fitness|265.45|0|fraud_Kroger|37.327727|-77.821392
579-22-3719|4108575741135443|John|Johnson|M|8814 Miller St|CityDavis|IL|79718|41.7645|-87.9629|356684|Sales Rep|1966-01-29|705016083735|adults_50up_male_rural.json|3ccbe45fa4ed3f909d6ae58799e57bae|2023-05-08|01:47:24|1683496800|misc_net|159.7|0|fraud_Starbucks|44.01707|-88.923419
222-20-1608|4153284316624493|John|Smith|M|9628 Smith St|CityTaylor|FL|28108|29.9529|-80.9668|407244|Accountant|1996-10-10|261341477341|adults_2550_male_rural.json|494cab9642b132823a0718fb5c418111|2023-10-21|02:56:56|1697839200|health_fitness|229.92|0|fraud_McDonalds|29.653146|-79.572457
298-61-1852|4084444321139889|Michael|Wilson|M|2681 Brown St|CityJackson|PA|40761|41.1747|-78.7148|379254|Clerk|1967-12-30|474226661953|adults_50up_male_rural.json|3cd3f2e18b4027aa80524049c6c13742|2023-06-07|22:49:10|1686088800|food_dining|144.17|0|fraud_Uber|42.91375|-81.06837
833-32-9921|4164607817582018|Linda|Allen|F|9648 Moore St|CityMartin|KS|54110|37.6809|-97.112|201416|Accountant|2004-08-12|140419557453|young_adults_female_urban.json|adffe7a95a2bdabb5ca381ed068f5b98|2023-08-27|08:49:07|1693087200|shopping_pos|232.96|0|fraud_Shell|37.254615|-95.497237
401-83-3254|4232640741966433|William|Taylor|M|5386 Taylor St|CityMoore|MN|16768|48.3515|-93.34|269128|Accountant|1995-12-02|577692631538|adults_2550_male_urban.json|2089e686eee2d165d40a806a5386930d|2023-11-26|03:13:50|1700953200|misc_net|103.52|0|fraud_Nike|50.467199|-94.342908
393-53-7039|4937826454974981|John|Allen|M|7264 Young St|CityJackson|NY|61453|42.7936|-76.0292|183138|Engineer|2001-12-11|614555247137|young_adults_male_urban.json|c82bef063d9f4e201ad1e77c9520abbb|2023-03-12|14:36:33|1678575600|personal_care|6.78|0|fraud_McDonalds|44.633391|-74.17522
649-60-9538|4049254119927593|Karen|Jackson|F|7408 Miller St|CityTaylor|KS|58541|38.926|-100.3638|325685|Engineer|1986-05-28|436252724613|adults_2550_female_urban.json|85a61e2369a71c48429243143c8cc84a|2023-11-26|13:27:57|1700953200|misc_pos|240.19|0|fraud_DeltaAirlines|40.903121|-99.86345
588-50-5549|4139796998127657|Susan|Thomas|F|5450 Smith St|CityMoore|VA|83765|38.2331|-77.8516|436799|Clerk|2002-05-31|203077066182|young_adults_female_urban.json|8790384fe00704e9766d653c0e103f2e|2023-06-20|09:57:36|1687212000|kids_pets|249.41|0|fraud_Kroger|39.201403|-77.781882
524-21-7177|4226909349050883|David|Martin|M|1159 Smith St|CityMartin|CA|48213|38.6067|-119.548|312121|Teacher|1964-07-06|702832595213|adults_50up_male_rural.json|d79bf7ae3f8bad7acf575e0b0fde5823|2023-04-09|21:15:12|1680991200|food_dining|248.43|0|fraud_Target|41.067506|-118.585266
840-91-6386|4284720082337935|Michael|Brown|M|6259 White St|CityAllen|MO|58326|38.3042|-90.6708|139177|Clerk|1958-04-24|238252055672|adults_50up_male_rural.json|5f9e6be8189890c7df216999c11ae212|2023-03-17|03:33:50|1679007600|grocery_pos|155.14|0|fraud_Kroger|41.203825|-91.399706
518-20-5862|4055395409164260|Barbara|Davis|F|9540 Jackson St|CityMoore|KS|29611|39.1864|-97.1199|398476|Teacher|1999-02-16|257177323842|young_adults_female_urban.json|3ce79c9bcc06ca475c9166156eff2904|2023-09-15|06:51:31|1694728800|home|156.41|0|fraud_PetSmart|36.577408|-97.523905
881-36-2189|4662864212763581|Mary|Thomas|F|3627 Young St|CityJones|IN|95467|38.1059|-86.2127|380633|Sales Rep|1988-03-19|960060931341|adults_2550_female_rural.json|f1fc45a6d1187d2806f3fb3110a12b6a|2023-06-17|17:40:19|1686952800|travel|93.16|0|fraud_Uber|39.697958|-86.312559
487-38-9148|4469555811275807|Sarah|Thomas|F|7258 Williams St|CityHarris|CA|24458|39.3797|-119.9357|147191|Clerk|2001-03-22|270524223175|young_adults_female_urban.json|9e043de4886415f4fb8d6048554230ad|2023-12-14|04:05:53|1702508400|entertainment|160.58|0|fraud_PetSmart|39.713496|-121.172421
502-51-6708|4017836783976987|Linda|Johnson|F|6018 Williams St|CityThompson|TN|32603|37.131|-87.4949|144520|Accountant|2003-09-16|198229597089|young_adults_female_urban.json|55e28798879ad26764e847d21bb19e12|2023-11-27|14:24:23|1701039600|entertainment|131.17|0|fraud_Walmart|37.341389|-88.770949
503-43-2646|4296876474571285|Jennifer|Jackson|F|9267 Wilson St|CityGarcia|NC|11871|33.9668|-80.5473|311534|Engineer|1968-09-17|953972134042|adults_50up_female_rural.json|1c6bf881bbec9f45d539bcebe9b725ea|2023-03-24|18:44:01|1679612400|shopping_pos|192.32|0|fraud_Marriott|33.597383|-83.089751
833-32-9921|4164607817582018|Linda|Allen|F|9648 Moore St|CityMartin|KS|54110|37.6809|-97.112|201416|Accountant|2004-08-12|140419557453|young_adults_female_urban.json|994262d4c8760d726af2226b1e29a61f|2023-11-15|18:13:27|1700002800|home|250.11|0|fraud_Target|39.572598|-94.217013
588-50-5549|4139796998127657|Susan|Thomas|F|5450 Smith St|CityMoore|VA|83765|38.2331|-77.8516|436799|Clerk|2002-05-31|203077066182|young_adults_female_urban.json|abd1794dd585f36ef2999a20937d6920|2023-01-17|04:22:38|1673910000|entertainment|236.63|0|fraud_Netflix|41.205994|-77.306777
283-43-9337|4651931025579973|Richard|Miller|M|9240 Young St|CityJohnson|NY|26811|43.6988|-75.2177|294960|Analyst|2001-07-22|880741568576|young_adults_male_urban.json|5e5af39e85068de0fd1a1753bcbbe7c1|2023-02-27|12:53:42|1677452400|shopping_net|236.0|0|fraud_Lyft|44.595856|-76.563629
649-60-9538|4049254119927593|Karen|Jackson|F|7408 Miller St|CityTaylor|KS|58541|38.926|-100.3638|325685|Engineer|1986-05-28|436252724613|adults_2550_female_urban.json|ed0138abcbd074046cc631839023fc7d|2023-02-15|12:26:10|1676415600|grocery_pos|190.42|0|fraud_Walgreens|38.637035|-99.410715
315-77-7304|4970698024394902|Susan|Moore|F|4031 Brown St|CityGarcia|GA|91347|31.5493|-82.4985|102524|Driver|1984-11-11|903809009189|adults_2550_female_rural.json|db3fed52a22f23dc6775d204c8bf4e2a|2023-03-02|12:02:21|1677711600|home|173.49|0|fraud_DeltaAirlines|30.52272|-82.226165
303-66-8566|4140339597063912|James|Garcia|M|2225 Thompson St|CityAnderson|OH|22874|39.9511|-81.5334|281463|Clerk|1957-02-12|477202887384|adults_50up_male_rural.json|cc8dd56c01a3036b5facf213eb7bf13b|2023-08-06|03:21:31|1691272800|entertainment|221.67|0|fraud_CVS|38.111726|-83.198423
434-12-1955|4722359350596449|James|Davis|M|4227 Smith St|CityJackson|MO|61798|36.598|-91.8062|295161|Nurse|1956-10-19|515689507225|adults_50up_male_rural.json|b637d1a6eb6e411f16b2242fd11e4a06|2023-08-19|14:28:09|1692396000|home|251.96|0|fraud_Spotify|36.064318|-91.415208
434-12-1955|4722359350596449|James|Davis|M|4227 Smith St|CityJackson|MO|61798|36.598|-91.8062|295161|Nurse|1956-10-19|515689507225|adults_50up_male_rural.json|832fd01ce22b4c0c255d938e8b669056|2023-10-06|04:24:39|1696543200|home|165.67|0|fraud_Kroger|33.979117|-88.980188
715-76-4419|4936813150533778|Linda|Davis|F|5215 Smith St|CityDavis|KS|58030|38.0822|-96.7363|155175|Technician|1982-07-24|316873517504|adults_2550_female_rural.json|300fc5e4db1a0b4a8af2b0029a7adb81|2023-06-29|23:09:06|1687989600|misc_pos|280.28|0|fraud_Starbucks|37.006067|-97.528031
482-92-7203|4843574951597751|Susan|Thompson|F|3856 Thomas St|CityThompson|IN|22373|38.3274|-87.1342|10897|Accountant|1999-08-06|912387829533|young_adults_female_urban.json|88fc69bb4885bbf8aea1ead641fe5df6|2023-01-21|09:25:55|1674255600|shopping_pos|200.68|0|fraud_Amazon|41.307655|-85.768256
778-21-4904|4927562551006506|Elizabeth|Garcia|F|2146 Wilson St|CityMartin|NC|64510|36.7241|-78.4787|213297|Teacher|1957-06-22|457820374442|adults_50up_female_rural.json|58148996950e017e24cb59c67df01816|2023-03-09|14:27:55|1678316400|kids_pets|50.29|0|fraud_Nike|36.33752|-76.227655
215-78-4019|4373657728873709|Jennifer|Anderson|F|9755 Young St|CityTaylor|TX|97721|31.501|-98.2255|300968|Manager|2002-12-20|185020001255|young_adults_female_urban.json|314b68dcf4c74ce78fb61a76708d5f90|2023-06-18|00:38:33|1687039200|home|65.45|0|fraud_Kroger|32.929727|-95.823183
622-30-4043|4366392449826247|Karen|Young|F|4703 Williams St|CityMartin|CO|88698|38.675|-107.1718|446502|Manager|2001-03-16|394746007970|young_adults_female_urban.json|7e89021cc43834966ea90b80f6cb79ca|2023-03-25|10:24:45|1679698800|health_fitness|34.76|0|fraud_Starbucks|41.648679|-109.287464
255-18-5022|4455776289833610|David|Brown|M|2625 Miller St|CityYoung|CO|59893|37.4237|-104.9674|211173|Technician|1998-07-25|282127028315|adults_2550_male_urban.json|68b40b7d7d7cca866f13bbb312973829|2023-08-15|18:21:30|1692050400|misc_net|3.84|0|fraud_Nike|39.571443|-106.216869
588-50-5549|4139796998127657|Susan|Thomas|F|5450 Smith St|CityMoore|VA|83765|38.2331|-77.8516|436799|Clerk|2002-05-31|203077066182|young_adults_female_urban.json|709e76c4f998601956c1567bc3218a8f|2023-03-18|15:51:00|1679094000|health_fitness|284.11|0|fraud_Marriott|36.850281|-76.61541
842-36-4908|4557032152341277|Jessica|Martin|F|2152 Brown St|CitySmith|OR|72328|45.7202|-118.6453|320026|Driver|2002-12-21|805508388194|young_adults_female_urban.json|e75bc0a534ade6324df15012081d199b|2023-03-18|23:06:21|1679094000|misc_net|2133.63|1|fraud_DeltaAirlines|43.999187|-118.947164
255-18-5022|4455776289833610|David|Brown|M|2625 Miller St|CityYoung|CO|59893|37.4237|-104.9674|211173|Technician|1998-07-25|282127028315|adults_2550_male_urban.json|75ee7705e127991e92e3c594e8d053b3|2023-07-03|04:41:09|1688335200|entertainment|166.14|0|fraud_Shell|38.206905|-102.301732
524-21-7177|4226909349050883|David|Martin|M|1159 Smith St|CityMartin|CA|48213|38.6067|-119.548|312121|Teacher|1964-07-06|702832595213|adults_50up_male_rural.json|33c00cec23d5b34a5185b9300e32ee64|2023-10-26|00:52:04|1698271200|kids_pets|64.89|0|fraud_HomeDepot|37.759404|-119.883774
848-56-9041|4833458553788558|Thomas|Taylor|M|286 Jones St|CityWilliams|KS|48651|39.2408|-99.8746|125764|Clerk|1978-07-17|146765679818|adults_2550_male_rural.json|9fd85ac8b783ba89db4e7169b468cc9d|2023-12-25|05:10:49|1703458800|travel|66.18|0|fraud_PetSmart|36.541786|-102.356597
559-21-8556|4370798024232580|Michael|Young|M|2570 Brown St|CityAnderson|OR|46827|44.6984|-122.3898|432928|Teacher|2001-09-13|934088489962|young_adults_male_urban.json|19f9550c2c4aa6b051853e0b480adb70|2023-08-17|01:41:22|1692223200|gas_transport|36.17|0|fraud_Lyft|45.267336|-120.568117
306-95-4762|4782735227250285|Elizabeth|Johnson|F|5720 White St|CityWilliams|NY|51033|43.3461|-74.1413|349641|Technician|1988-01-21|174456999930|adults_2550_female_rural.json|cc65576c72db33bd9f466d27090f8f01|2023-02-24|17:09:52|1677193200|grocery_pos|43.79|0|fraud_Lyft|42.173499|-74.747636
622-30-4043|4366392449826247|Karen|Young|F|4703 Williams St|CityMartin|CO|88698|38.675|-107.1718|446502|Manager|2001-03-16|394746007970|young_adults_female_urban.json|45fe55082899deb5fec7f8c3a0a7a7c2|2023-10-22|16:01:38|1697925600|grocery_net|14.02|0|fraud_Walgreens|41.365623|-104.482958
502-51-6708|4017836783976987|Linda|Johnson|F|6018 Williams St|CityThompson|TN|32603|37.131|-87.4949|144520|Accountant|2003-09-16|198229597089|young_adults_female_urban.json|7d791cca7010185004ad4c241e5ec3de|2023-04-11|16:47:36|1681164000|home|58.36|0|fraud_Walmart|37.583712|-84.507322
306-95-4762|4782735227250285|Elizabeth|Johnson|F|5720 White St|CityWilliams|NY|51033|43.3461|-74.1413|349641|Technician|1988-01-21|174456999930|adults_2550_female_rural.json|2bb249738a15733c2f6e417b872dae27|2023-04-27|15:22:24|1682546400|shopping_pos|114.16|0|fraud_Spotify|45.65685|-75.969451
781-14-4862|4680714526799505|Charles|Smith|M|3813 Smith St|CityAllen|MN|94486|44.5905|-95.0276|323435|Manager|1966-10-27|454267411148|adults_50up_male_rural.json|f812bf34be9632b3e2bab4fcd8d1c964|2023-05-06|21:41:18|1683324000|gas_transport|249.3|0|fraud_Uber|43.45161|-95.827381
391-50-5778|4236662362997581|Sarah|Garcia|F|1586 Moore St|CityJohnson|MI|11238|42.6174|-84.4588|476062|Clerk|1959-12-16|771412852218|adults_50up_female_rural.json|94438679e33ca0c960a6b102c304ebc0|2023-10-25|15:14:55|1698184800|home|233.32|0|fraud_Nike|44.027366|-82.561499
674-79-7838|4466721003727033|Thomas|Miller|M|621 Taylor St|CityTaylor|PA|35236|40.9408|-75.5771|374802|Sales Rep|1958-11-22|139423389208|adults_50up_male_rural.json|342d0d7aabf171d33cbe454b66ff3d07|2023-11-21|09:33:30|1700521200|gas_transport|20.05|0|fraud_DeltaAirlines|41.547364|-77.004519
840-91-6386|4284720082337935|Michael|Brown|M|6259 White St|CityAllen|MO|58326|38.3042|-90.6708|139177|Clerk|1958-04-24|238252055672|adults_50up_male_rural.json|b7e17049eb17ad56fd323853c4241f85|2023-08-10|15:03:20|1691618400|shopping_net|7.29|0|fraud_DeltaAirlines|35.414768|-89.893982
524-21-7177|4226909349050883|David|Martin|M|1159 Smith St|CityMartin|CA|48213|38.6067|-119.548|312121|Teacher|1964-07-06|702832595213|adults_50up_male_rural.json|46fae14fb38ab3d6d6339e442339f0d1|2023-06-25|15:08:58|1687644000|misc_net|75.71|0|fraud_Walmart|41.293788|-117.75081
833-32-9921|4164607817582018|Linda|Allen|F|9648 Moore St|CityMartin|KS|54110|37.6809|-97.112|201416|Accountant|2004-08-12|140419557453|young_adults_female_urban.json|df4c7ae237077a0face6dfd3787d5dc6|2023-04-12|07:58:48|1681250400|home|187.77|0|fraud_McDonalds|35.970492|-95.069651
298-59-5920|4829789743132412|James|Smith|M|1327 Taylor St|CityAllen|PA|92477|42.1403|-78.32|253526|Accountant|1985-04-09|827426324857|adults_2550_male_rural.json|157e7e0a5cfb969cdc3031d364d9e72c|2023-05-11|21:56:09|1683756000|grocery_pos|19.08|0|fraud_Kroger|43.68804|-81.164567
264-59-8990|4827631171992581|Thomas|Davis|M|1239 Thomas St|CityDavis|OR|37287|44.314|-121.9638|192272|Manager|1956-04-11|668497959209|adults_50up_male_rural.json|0f5b5f78a50236308e631cf1e400486f|2023-09-03|06:38:04|1693692000|misc_pos|275.5|0|fraud_Marriott|44.552776|-120.623028
524-21-7177|4226909349050883|David|Martin|M|1159 Smith St|CityMartin|CA|48213|38.6067|-119.548|312121|Teacher|1964-07-06|702832595213|adults_50up_male_rural.json|2427e00ad81c18c273b92adc33c5562f|2023-11-15|22:19:01|1700002800|grocery_net|28.26|0|fraud_Walgreens|36.724723|-121.074825
518-20-5862|4055395409164260|Barbara|Davis|F|9540 Jackson St|CityMoore|KS|29611|39.1864|-97.1199|398476|Teacher|1999-02-16|257177323842|young_adults_female_urban.json|eed02b7c4791f53cf3d76e6a35b6d7b8|2023-06-26|15:28:57|1687730400|shopping_net|247.08|0|fraud_HomeDepot|39.790143|-96.520504
781-14-4862|4680714526799505|Charles|Smith|M|3813 Smith St|CityAllen|MN|94486|44.5905|-95.0276|323435|Manager|1966-10-27|454267411148|adults_50up_male_rural.json|845e518099b0d122a72de8e44230f359|2023-03-07|11:05:56|1678143600|kids_pets|215.49|0|fraud_McDonalds|42.903988|-94.382469
625-42-9636|4118005902120515|Mary|Taylor|F|8715 Williams St|CityWilliams|NY|84813|41.2509|-74.198|230850|Driver|1978-03-11|965707898093|adults_2550_female_urban.json|e31de8401b8e16989152516392e65699|2023-12-20|01:28:15|1703026800|travel|291.41|0|fraud_Uber|43.39364|-74.067008
502-51-6708|4017836783976987|Linda|Johnson|F|6018 Williams St|CityThompson|TN|32603|37.131|-87.4949|144520|Accountant|2003-09-16|198229597089|young_adults_female_urban.json|0719be3afb01a54f6a17463e17eeac88|2023-01-12|13:05:50|1673478000|food_dining|275.0|0|fraud_HomeDepot|35.654104|-86.845645
674-79-7838|4466721003727033|Thomas|Miller|M|621 Taylor St|CityTaylor|PA|35236|40.9408|-75.5771|374802|Sales Rep|1958-11-22|139423389208|adults_50up_male_rural.json|bcf1dea4e01cfd140b3a11f054aeb9a9|2023-08-20|01:39:15|1692482400|personal_care|16.79|0|fraud_Kroger|39.683217|-77.003428
897-69-4682|4814020384666033|Linda|Wilson|F|8948 Brown St|CityWilson|PA|23547|40.9288|-75.9211|398667|Clerk|1963-02-16|250275627916|adults_50up_female_rural.json|2defc9405d8a2755fc40be16d8b00658|2023-06-30|11:39:33|1688076000|misc_net|239.88|0|fraud_Nike|42.810216|-75.693196
283-35-3194|4726994614286881|Jessica|Garcia|F|5969 Davis St|CityGarcia|CA|40733|38.2585|-119.9986|458928|Engineer|1992-06-26|791782742725|adults_2550_female_rural.json|dbec55225845f614bd50898de8de1af6|2023-02-10|03:48:35|1675983600|travel|239.53|0|fraud_Lyft|36.256083|-118.559165
674-19-2576|4170592968536886|Thomas|Miller|M|8977 Wilson St|CityAnderson|CA|33202|38.5525|-119.2084|386980|Sales Rep|1990-09-09|932608106538|adults_2550_male_urban.json|be968d3d07d236ee55e7b19c81b86c73|2023-08-29|22:08:51|1693260000|health_fitness|824.07|1|fraud_HomeDepot|40.57068|-119.392263
674-79-7838|4466721003727033|Thomas|Miller|M|621 Taylor St|CityTaylor|PA|35236|40.9408|-75.5771|374802|Sales Rep|1958-11-22|139423389208|adults_50up_male_rural.json|fc9e7ec15c2487a42be2bb67e738f241|2023-07-08|20:23:16|1688767200|grocery_pos|170.59|0|fraud_Walgreens|41.603382|-77.281283
897-69-4682|4814020384666033|Linda|Wilson|F|8948 Brown St|CityWilson|PA|23547|40.9288|-75.9211|398667|Clerk|1963-02-16|250275627916|adults_50up_female_rural.json|0c90aa3a87b7054782f47ec36596329c|2023-06-23|03:32:39|1687471200|shopping_pos|541.16|1|fraud_Walgreens|43.794002|-73.036151
579-52-8267|4331568997342551|William|Thomas|M|1463 Taylor St|CityYoung|IN|19876|38.813|-86.8648|89306|Clerk|1982-09-03|568605162223|adults_2550_male_rural.json|3cff8e23a1a5f86f8a5798215a3e95bb|2023-06-13|03:08:58|1686607200|misc_net|2481.45|1|fraud_Walmart|40.384493|-87.095732
424-19-6531|4230213990894880|Sarah|Wilson|F|5609 Martin St|CityAnderson|CO|16937|38.9538|-106.6487|132604|Engineer|2004-06-29|133671300558|young_adults_female_urban.json|5c1a79302af56ba79ab9daf36b7a408c|2023-05-27|12:33:01|1685138400|personal_care|88.41|0|fraud_CVS|36.315398|-105.264313
788-82-9631|4066558856955178|William|Williams|M|7376 Jones St|CityAllen|FL|22960|28.8695|-82.8947|215837|Engineer|1978-08-19|634990297380|adults_2550_male_rural.json|e74c4755c1134a01b085ec4d3993df7b|2023-05-25|08:23:25|1684965600|kids_pets|249.08|0|fraud_Netflix|25.972157|-79.994085
393-53-7039|4937826454974981|John|Allen|M|7264 Young St|CityJackson|NY|61453|42.7936|-76.0292|183138|Engineer|2001-12-11|614555247137|young_adults_male_urban.json|339f5a70cbb92eeff4e6406a5b2960b5|2023-07-11|20:53:39|1689026400|travel|167.52|0|fraud_Spotify|40.255875|-73.598822
